11:21:10 - 開始處理語言: zh-MO (包容關係相容版本)
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.forum
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.forum
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.forum
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.lesson
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.lesson
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.lesson
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.common
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.common
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.common
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.material
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.material
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.material
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.interaction
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.interaction
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.interaction
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.weblink
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.weblink
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.weblink
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.page
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.page
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.page
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.questionnaire
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.questionnaire
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.questionnaire
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.scorm
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.scorm
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.scorm
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.onlineVideo
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.onlineVideo
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.onlineVideo
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.vocabulary
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.vocabulary
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.vocabulary
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.virtualExperiment
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.virtualExperiment
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.virtualExperiment
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.startTimeTip.h5Courseware
11:21:11 - 跳過空白替換結果 - 公部門: activity.startTimeTip.h5Courseware
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.h5Courseware
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.homework
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.homework
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.homework
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.exam
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.exam
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.exam
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.forum
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.forum
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.forum
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.lesson
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.lesson
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.lesson
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.common
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.common
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.common
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.material
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.material
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.material
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.interaction
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.interaction
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.interaction
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.weblink
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.weblink
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.weblink
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.page
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.page
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.page
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.questionnaire
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.questionnaire
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.questionnaire
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.scorm
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.scorm
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.scorm
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.onlineVideo
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.onlineVideo
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.onlineVideo
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.vocabulary
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.vocabulary
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.vocabulary
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.virtualExperiment
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.virtualExperiment
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.virtualExperiment
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: activity.endTimeTip.h5Courseware
11:21:11 - 跳過空白替換結果 - 公部門: activity.endTimeTip.h5Courseware
11:21:11 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.h5Courseware
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.homePage.flipClassroom.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.homePage.flipClassroom.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.homePage.flipClassroom.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.homePage.flipClassroom.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.homePage.flipClassroom.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.homePage.flipClassroom.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.homePage.effectiveTeaching.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.homePage.effectiveTeaching.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.homePage.effectiveTeaching.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.homePage.effectiveTeaching.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.homePage.effectiveTeaching.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.homePage.effectiveTeaching.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.homePage.feedBack.ttuComment
11:21:11 - 跳過空白替換結果 - 公部門: v3.homePage.feedBack.ttuComment
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.homePage.feedBack.ttuComment
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.blendedLearningPlatform.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.blendedLearningPlatform.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.blendedLearningPlatform.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.blendedLearningPlatform.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.blendedLearningPlatform.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.blendedLearningPlatform.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.richResources.title
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.richResources.title
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.richResources.title
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.manageVideo.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.manageVideo.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.manageVideo.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.manageVideo.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.manageVideo.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.manageVideo.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.onlineQuiz.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.onlineQuiz.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.onlineQuiz.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.onlineQuiz.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.onlineQuiz.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.onlineQuiz.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.omoSyncClass.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.omoSyncClass.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.omoSyncClass.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.inClassQuizText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.interactiveClassroom.groupLearningText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.diverseMaterial.oneStepManagementText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.diverseMaterial.oneStepManagementText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.diverseMaterial.oneStepManagementText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.diverseMaterial.oneStepManagementText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.diverseMaterial.oneStepManagementText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.diverseMaterial.oneStepManagementText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.diverseMaterial.autoEvaluateText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.diverseMaterial.autoEvaluateText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.diverseMaterial.autoEvaluateText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.diverseMaterial.viewTeachingEffectsText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.diverseMaterial.viewTeachingEffectsText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.diverseMaterial.viewTeachingEffectsText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.diverseMaterial.viewTeachingEffectsText
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.diverseMaterial.viewTeachingEffectsText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.diverseMaterial.viewTeachingEffectsText
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - JSON 更新 - 企業: v3.useCases.sisRelated.title → 2字錯的相關功能
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.sisRelated.title
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.sisRelated.title
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - JSON 更新 - 企業: v3.useCases.sisRelated.basicAcademicAdministration → 基礎2字錯的管理
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.sisRelated.basicAcademicAdministration
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.sisRelated.basicAcademicAdministration
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.moreFeature.classManagement
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.moreFeature.classManagement
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.moreFeature.classManagement
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - JSON 更新 - 企業: v3.useCases.compulsoryCourse.description → 學校課程自動導入，和2字錯的系統對接
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.compulsoryCourse.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.compulsoryCourse.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.onCampusOpenCourse.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.onCampusOpenCourse.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.onCampusOpenCourse.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.useCases.OpenCourse.description
11:21:11 - 跳過空白替換結果 - 公部門: v3.useCases.OpenCourse.description
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.useCases.OpenCourse.description
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.app.storiesText
11:21:11 - 跳過空白替換結果 - 公部門: v3.app.storiesText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.app.storiesText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.app.discussionText
11:21:11 - 跳過空白替換結果 - 公部門: v3.app.discussionText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.app.discussionText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.app.assignmentMgtText
11:21:11 - 跳過空白替換結果 - 公部門: v3.app.assignmentMgtText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.app.assignmentMgtText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.app.assessmentMgtText
11:21:11 - 跳過空白替換結果 - 公部門: v3.app.assessmentMgtText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.app.assessmentMgtText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.app.analyticText
11:21:11 - 跳過空白替換結果 - 公部門: v3.app.analyticText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.app.analyticText
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - 跳過空白替換結果 - 企業: v3.app.analyticText
11:21:11 - 跳過空白替換結果 - 公部門: v3.app.analyticText
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.app.analyticText
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.tcVersion.personal.studentPerCourse
11:21:11 - 跳過空白替換結果 - 公部門: v3.tcVersion.personal.studentPerCourse
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.tcVersion.personal.studentPerCourse
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: v3.tcVersion.campus.moreSpace
11:21:11 - 跳過空白替換結果 - 公部門: v3.tcVersion.campus.moreSpace
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.tcVersion.campus.moreSpace
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - JSON 更新 - 企業: v3.tcVersion.campus.academicSystem → 2字錯的和系統管理
11:21:11 - 跳過空白替換結果 - 公部門: v3.tcVersion.campus.academicSystem
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.tcVersion.campus.academicSystem
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - JSON 更新 - 企業: v3.tcVersion.campus.academicDataIntegration → 2字錯的資料無縫對接
11:21:11 - 跳過空白替換結果 - 公部門: v3.tcVersion.campus.academicDataIntegration
11:21:11 - 跳過空白替換結果 - 培訓機構: v3.tcVersion.campus.academicDataIntegration
11:21:11 - 調試信息 - 敏感詞分類: 時間相關
11:21:11 - 跳過空白替換結果 - 企業: archiveCourse.autoArchiveCourseDelayDays1
11:21:11 - 跳過空白替換結果 - 公部門: archiveCourse.autoArchiveCourseDelayDays1
11:21:11 - 跳過空白替換結果 - 培訓機構: archiveCourse.autoArchiveCourseDelayDays1
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: archiveCourse.archiveCourseTips1
11:21:11 - 跳過空白替換結果 - 公部門: archiveCourse.archiveCourseTips1
11:21:11 - 跳過空白替換結果 - 培訓機構: archiveCourse.archiveCourseTips1
11:21:11 - 調試信息 - 敏感詞分類: 時間相關
11:21:11 - 跳過空白替換結果 - 企業: archiveCourse.archiveCourseTips1
11:21:11 - 跳過空白替換結果 - 公部門: archiveCourse.archiveCourseTips1
11:21:11 - 跳過空白替換結果 - 培訓機構: archiveCourse.archiveCourseTips1
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: archiveCourse.archiveCourseTips3
11:21:11 - 跳過空白替換結果 - 公部門: archiveCourse.archiveCourseTips3
11:21:11 - 跳過空白替換結果 - 培訓機構: archiveCourse.archiveCourseTips3
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.homeworkScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.examScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.examScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.examScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.examScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.examScoreMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.examScoreMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.questionnaireMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.questionnaireMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.questionnaireMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.questionnaireMethods
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.questionnaireMethods
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.questionnaireMethods
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: scorePercentageSetting.modifiedTip
11:21:11 - 跳過空白替換結果 - 公部門: scorePercentageSetting.modifiedTip
11:21:11 - 跳過空白替換結果 - 培訓機構: scorePercentageSetting.modifiedTip
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: air.hasAnswer
11:21:11 - 跳過空白替換結果 - 公部門: air.hasAnswer
11:21:11 - 跳過空白替換結果 - 培訓機構: air.hasAnswer
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: air.answeredDeleteConfirm
11:21:11 - 跳過空白替換結果 - 公部門: air.answeredDeleteConfirm
11:21:11 - 跳過空白替換結果 - 培訓機構: air.answeredDeleteConfirm
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: air.editTip
11:21:11 - 跳過空白替換結果 - 公部門: air.editTip
11:21:11 - 跳過空白替換結果 - 培訓機構: air.editTip
